"Date","Price","Open","High","Low","Vol.","Change %"
"16-11-2021","60,322.37","60,755.38","60,802.79","60,199.56","6.34M","-0.65%"
"15-11-2021","60,718.71","60,837.40","61,036.56","60,597.36","7.13M","0.05%"
"12-11-2021","60,686.69","60,248.04","60,750.72","59,997.96","6.90M","1.28%"
"11-11-2021","59,919.69","60,291.70","60,293.25","59,656.26","6.16M","-0.72%"
"10-11-2021","60,352.82","60,295.26","60,506.50","59,967.45","7.46M","-0.13%"
"09-11-2021","60,433.45","60,609.72","60,670.47","60,213.64","6.17M","-0.19%"
"08-11-2021","60,545.61","60,385.76","60,609.16","59,779.19","7.49M","0.80%"
"04-11-2021","60,067.62","60,207.97","60,207.97","60,011.46","1.84M","0.49%"
"03-11-2021","59,771.92","60,275.21","60,361.82","59,552.49","8.51M","-0.43%"
"02-11-2021","60,029.06","60,360.61","60,421.14","59,881.75","6.02M","-0.18%"
"01-11-2021","60,138.46","59,577.48","60,220.21","59,355.12","7.21M","1.40%"
"29-10-2021","59,306.93","59,857.33","60,132.81","59,089.37","8.96M","-1.13%"
"28-10-2021","59,984.70","61,081.00","61,081.00","59,777.58","8.60M","-1.89%"
"27-10-2021","61,143.33","61,493.84","61,574.75","60,990.15","8.91K","-0.34%"
"26-10-2021","61,350.26","60,997.90","61,497.71","60,791.29","6.73M","0.63%"
"25-10-2021","60,967.05","61,373.97","61,398.75","60,457.01","10.53K","0.24%"
"22-10-2021","60,821.62","61,044.54","61,420.13","60,551.15","9.39M","-0.17%"
"21-10-2021","60,923.50","61,557.94","61,621.20","60,485.65","7.27M","-0.55%"
"20-10-2021","61,259.96","61,800.07","61,880.36","61,109.29","48.39M","-0.74%"
"19-10-2021","61,716.05","62,156.48","62,245.43","61,594.29","8.58M","-0.08%"
"18-10-2021","61,765.59","61,817.32","61,963.07","61,624.65","11.84M","0.75%"
"14-10-2021","61,305.95","61,088.82","61,353.25","60,978.04","12.60M","0.94%"
"13-10-2021","60,737.05","60,619.91","60,836.63","60,452.29","8.48M","0.75%"
"12-10-2021","60,284.31","60,045.75","60,331.74","59,885.39","6.49M","0.25%"
"11-10-2021","60,135.78","60,099.68","60,476.13","59,811.42","42.49M","0.13%"
"08-10-2021","60,059.06","59,960.39","60,212.30","59,830.93","5.66M","0.64%"
"07-10-2021","59,677.83","59,632.81","59,914.91","59,597.06","5.69M","0.82%"
"06-10-2021","59,189.73","59,942.00","59,963.57","59,079.86","6.95M","-0.93%"
"05-10-2021","59,744.88","59,320.14","59,778.87","59,127.04","12.92M","0.75%"
"04-10-2021","59,299.32","59,143.00","59,548.82","58,952.11","9.96M","0.91%"
"01-10-2021","58,765.58","58,889.77","58,890.08","58,551.14","10.19M","-0.61%"
"30-09-2021","59,126.36","59,549.57","59,557.24","59,019.28","8.91M","-0.48%"
"29-09-2021","59,413.27","59,296.54","59,678.66","59,111.41","16.07M","-0.43%"
"28-09-2021","59,667.60","60,285.89","60,288.44","59,045.53","21.06M","-0.68%"
"27-09-2021","60,077.88","60,303.79","60,412.32","59,887.19","6.23M","0.05%"
"24-09-2021","60,048.47","60,158.76","60,333.00","59,946.55","10.87M","0.27%"
"23-09-2021","59,885.36","59,358.18","59,957.25","59,243.15","44.59M","1.63%"
"22-09-2021","58,927.33","59,166.15","59,178.44","58,878.38","19.22M","-0.13%"
"21-09-2021","59,005.27","58,630.06","59,084.51","58,232.54","9.50M","0.88%"
"20-09-2021","58,490.93","58,634.69","59,202.56","58,389.69","17.40M","-0.89%"
"17-09-2021","59,015.89","59,409.98","59,737.32","58,871.73","13.14M","-0.21%"
"16-09-2021","59,141.16","58,881.04","59,204.29","58,700.50","24.66M","0.71%"
"15-09-2021","58,723.20","58,354.11","58,777.06","58,272.82","9.56M","0.82%"
"14-09-2021","58,247.09","58,482.62","58,482.62","58,214.29","6.71M","0.12%"
"13-09-2021","58,177.76","58,262.11","58,314.64","57,944.63","5.57M","-0.22%"
"09-09-2021","58,305.07","58,172.98","58,334.59","58,084.99","5.33M","0.09%"
"08-09-2021","58,250.26","58,350.56","58,372.94","57,924.48","5.29M","-0.05%"
"07-09-2021","58,279.48","58,418.69","58,553.07","58,005.07","7.45M","-0.03%"
"06-09-2021","58,296.91","58,410.35","58,509.58","58,200.41","5.63K","0.29%"
"03-09-2021","58,129.95","57,983.45","58,194.79","57,764.07","6.14M","0.48%"
"02-09-2021","57,852.54","57,430.63","57,886.98","57,292.89","5.06K","0.90%"
"01-09-2021","57,338.21","57,763.53","57,918.71","57,263.90","7.34M","-0.37%"
"31-08-2021","57,552.39","56,995.15","57,625.26","56,859.10","11.21M","1.16%"
"30-08-2021","56,889.76","56,329.25","56,958.27","56,309.86","6.58M","1.36%"
"27-08-2021","56,124.72","55,862.93","56,188.23","55,675.87","6.01M","0.31%"
"26-08-2021","55,949.10","55,988.41","56,112.39","55,854.07","8.35M","0.01%"
"25-08-2021","55,944.21","56,067.06","56,198.13","55,899.96","5.43M","-0.03%"
"24-08-2021","55,958.98","55,647.11","56,023.22","55,536.84","7.59M","0.73%"
"23-08-2021","55,555.79","55,695.84","55,781.17","55,240.29","7.53M","0.41%"
"20-08-2021","55,329.32","55,159.13","55,543.16","55,013.98","6.80M","-0.54%"
"18-08-2021","55,629.49","56,073.31","56,118.57","55,514.89","16.07M","-0.29%"
"17-08-2021","55,792.27","55,565.64","55,854.88","55,386.49","6.82M","0.38%"
"16-08-2021","55,582.58","55,479.74","55,680.75","55,281.02","5.99M","0.26%"
"13-08-2021","55,437.29","54,911.95","55,487.79","54,905.49","14.12M","1.08%"
"12-08-2021","54,843.98","54,641.22","54,874.10","54,536.65","9.33M","0.58%"
"11-08-2021","54,525.93","54,730.65","54,758.74","54,167.20","6.52M","-0.05%"
"10-08-2021","54,554.66","54,461.31","54,779.66","54,308.77","8.73M","0.28%"
"09-08-2021","54,402.85","54,385.71","54,584.73","54,124.27","11.47M","0.23%"
"06-08-2021","54,277.72","54,492.17","54,633.58","54,210.33","7.23M","-0.39%"
"05-08-2021","54,492.84","54,576.64","54,717.24","54,230.89","15.34M","0.23%"
"04-08-2021","54,369.77","54,071.22","54,465.91","54,034.31","14.59M","1.02%"
"03-08-2021","53,823.36","53,125.97","53,887.98","53,088.35","8.12M","1.65%"
"02-08-2021","52,950.63","52,901.28","52,986.77","52,804.08","7.88M","0.69%"
"30-07-2021","52,586.84","52,792.36","52,910.23","52,533.91","9.93M","-0.13%"
"29-07-2021","52,653.07","52,693.53","52,777.18","52,561.39","8.84M","0.40%"
"28-07-2021","52,443.71","52,673.69","52,673.69","51,802.73","8.02M","-0.26%"
"27-07-2021","52,578.76","52,995.72","53,024.70","52,433.18","6.33M","-0.52%"
"26-07-2021","52,852.27","52,985.26","53,103.42","52,783.63","20.89M","-0.23%"
"23-07-2021","52,975.80","52,967.87","53,114.70","52,653.77","12.06M","0.26%"
"22-07-2021","52,837.21","52,494.56","52,867.26","52,471.23","8.33M","1.22%"
"20-07-2021","52,198.51","52,432.88","52,465.03","52,013.51","7.98M","-0.68%"
"19-07-2021","52,553.40","52,606.99","52,821.17","52,405.89","23.78M","-1.10%"
"16-07-2021","53,140.06","53,244.40","53,290.81","52,997.09","6.73M","-0.04%"
"15-07-2021","53,158.85","52,968.89","53,266.12","52,948.43","8.09M","0.48%"
"14-07-2021","52,904.05","52,801.44","52,978.58","52,611.97","9.34M","0.25%"
"13-07-2021","52,769.73","52,694.89","52,806.86","52,545.68","7.94M","0.76%"
"12-07-2021","52,372.69","52,634.33","52,700.51","52,208.96","24.94M","-0.03%"
"09-07-2021","52,386.19","52,508.24","52,555.73","52,228.01","6.44M","-0.35%"
"08-07-2021","52,568.94","53,065.69","53,103.03","52,428.84","6.38M","-0.92%"
"07-07-2021","53,054.76","52,919.71","53,105.41","52,751.76","7.99M","0.37%"
"06-07-2021","52,861.18","52,874.85","53,129.37","52,804.18","6.96M","-0.04%"
"05-07-2021","52,880.00","52,682.89","52,919.17","52,604.35","7.56M","0.75%"
"02-07-2021","52,484.67","52,434.55","52,527.90","52,177.68","6.42M","0.32%"
"01-07-2021","52,318.60","52,638.50","52,638.50","52,281.01","5.78M","-0.31%"
"30-06-2021","52,482.71","52,651.09","52,875.92","52,448.64","9.53M","-0.13%"
"29-06-2021","52,549.66","52,795.76","52,816.42","52,477.77","9.16M","-0.35%"
"28-06-2021","52,735.59","53,126.73","53,126.73","52,673.50","6.22M","-0.36%"
"25-06-2021","52,925.04","52,877.16","52,973.07","52,614.49","10.68M","0.43%"
"24-06-2021","52,699.00","52,514.57","52,830.68","52,385.05","7.86M","0.75%"
"23-06-2021","52,306.08","52,912.35","52,912.35","52,264.12","13.60M","-0.54%"
"22-06-2021","52,588.71","52,885.04","53,057.11","52,520.55","7.73M","0.03%"
"21-06-2021","52,574.46","51,887.55","52,629.18","51,740.19","12.49M","0.44%"
"18-06-2021","52,344.45","52,568.07","52,586.41","51,601.11","11.84M","0.04%"
"17-06-2021","52,323.33","52,122.25","52,523.88","52,040.51","8.85M","-0.34%"
"16-06-2021","52,501.98","52,782.21","52,816.31","52,425.57","12.90M","-0.51%"
"15-06-2021","52,773.05","52,751.83","52,869.51","52,671.29","16.34M","0.42%"
"14-06-2021","52,551.53","52,492.34","52,590.92","51,936.31","9.88M","0.15%"
"11-06-2021","52,474.76","52,477.19","52,641.53","52,388.95","8.52M","0.33%"
"10-06-2021","52,300.47","52,143.90","52,346.35","51,957.92","8.64M","0.69%"
"09-06-2021","51,941.64","52,401.41","52,446.92","51,717.07","15.24M","-0.64%"
"08-06-2021","52,275.57","52,428.72","52,432.43","52,135.04","12.28M","-0.10%"
"07-06-2021","52,328.51","52,231.38","52,378.69","52,054.76","19.77M","0.44%"
"04-06-2021","52,100.05","52,367.52","52,389.02","51,952.70","16.74M","-0.25%"
"03-06-2021","52,232.43","52,121.58","52,273.23","51,942.20","15.00M","0.74%"
"02-06-2021","51,849.48","51,749.10","51,913.92","51,450.58","13.48M","-0.16%"
"01-06-2021","51,934.88","52,067.51","52,228.65","51,808.88","13.39M","0.00%"
"31-05-2021","51,937.44","51,476.22","52,013.22","51,179.94","15.31M","1.00%"
"28-05-2021","51,422.88","51,381.27","51,529.32","51,258.69","15.22M","0.60%"
"27-05-2021","51,115.22","51,128.80","51,282.90","50,891.66","12.27M","0.19%"
"26-05-2021","51,017.52","50,899.58","51,072.61","50,620.45","9.39M","0.75%"
"25-05-2021","50,637.53","50,922.32","50,961.35","50,474.34","10.83M","-0.03%"
"24-05-2021","50,651.90","50,727.28","50,857.59","50,465.90","16.76M","0.22%"
"21-05-2021","50,540.48","49,833.98","50,591.12","49,832.72","18.11M","1.97%"
"20-05-2021","49,564.86","49,971.52","50,099.17","49,496.78","8.32M","-0.68%"
"19-05-2021","49,902.64","50,088.81","50,279.01","49,831.40","13.31M","-0.58%"
"18-05-2021","50,193.33","49,986.68","50,313.25","49,959.20","14.39M","1.24%"
"17-05-2021","49,580.73","48,990.70","49,628.42","48,923.13","20.60M","1.74%"
"14-05-2021","48,732.55","48,898.93","48,898.93","48,473.43","18.17M","0.09%"
"12-05-2021","48,690.80","49,171.28","49,171.28","48,550.72","17.42M","-0.96%"
"11-05-2021","49,161.81","49,066.45","49,304.47","48,988.18","14.97M","-0.69%"
"10-05-2021","49,502.41","49,496.05","49,617.47","49,412.05","12.24M","0.60%"
"07-05-2021","49,206.47","49,169.14","49,417.64","49,036.38","9.23M","0.52%"
"06-05-2021","48,949.76","48,877.78","49,011.31","48,614.11","9.52M","0.56%"
"05-05-2021","48,677.55","48,569.12","48,742.72","48,254.32","12.72M","0.88%"
"04-05-2021","48,253.51","48,881.63","48,996.53","48,149.45","13.20M","-0.95%"
"03-05-2021","48,718.52","48,356.01","48,863.23","48,028.07","14.70M","-0.13%"
"30-04-2021","48,782.36","49,360.89","49,569.42","48,698.08","19.41M","-1.98%"
"29-04-2021","49,765.94","50,093.86","50,375.77","49,535.98","13.23M","0.06%"
"28-04-2021","49,733.84","49,066.64","49,801.48","49,066.64","14.26M","1.61%"
"27-04-2021","48,944.14","48,424.08","49,009.26","48,399.53","10.06M","1.15%"
"26-04-2021","48,386.51","48,197.37","48,667.98","48,152.24","15.23M","1.06%"
"23-04-2021","47,878.45","47,863.81","48,265.39","47,669.55","11.18M","-0.42%"
"22-04-2021","48,080.67","47,501.71","48,143.16","47,204.50","15.84M","0.79%"
"20-04-2021","47,705.80","48,473.04","48,478.34","47,438.50","11.56M","-0.51%"
"19-04-2021","47,949.42","47,940.81","48,020.79","47,362.71","10.52M","-1.81%"
"16-04-2021","48,832.03","48,935.74","49,089.55","48,694.49","11.87M","0.06%"
"15-04-2021","48,803.68","48,512.77","48,887.85","48,010.55","16.11M","0.53%"
"13-04-2021","48,544.06","47,991.53","48,627.43","47,775.32","10.01M","1.38%"
"12-04-2021","47,883.38","48,956.65","48,956.65","47,693.44","19.06M","-3.44%"
"09-04-2021","49,591.32","49,743.39","49,906.91","49,461.01","8.85M","-0.31%"
"08-04-2021","49,746.21","49,885.26","50,118.08","49,581.61","21.77M","0.17%"
"07-04-2021","49,661.76","49,277.09","49,900.13","49,093.90","9.76M","0.94%"
"06-04-2021","49,201.39","49,441.13","49,582.26","48,936.35","9.58M","0.09%"
"05-04-2021","49,159.32","50,020.91","50,028.67","48,580.80","12.65M","-1.74%"
"01-04-2021","50,029.83","49,868.53","50,092.48","49,478.53","8.52M","1.05%"
"31-03-2021","49,509.15","50,049.12","50,050.32","49,442.50","11.94M","-1.25%"
"30-03-2021","50,136.58","49,331.68","50,268.45","49,331.68","10.51M","2.30%"
"26-03-2021","49,008.50","48,969.25","49,234.66","48,699.91","10.58M","1.17%"
"25-03-2021","48,440.12","49,201.98","49,247.95","48,236.35","14.30M","-1.51%"
"24-03-2021","49,180.31","49,786.47","49,854.58","49,120.34","9.18M","-1.74%"
"23-03-2021","50,051.44","49,876.21","50,264.65","49,661.92","13.37M","0.56%"
"22-03-2021","49,771.29","49,878.77","49,878.77","49,281.02","11.63M","-0.17%"
"19-03-2021","49,858.24","48,881.19","50,003.58","48,586.93","17.51M","1.30%"
"18-03-2021","49,216.52","50,161.25","50,296.35","48,962.36","12.61M","-1.17%"
"17-03-2021","49,801.62","50,436.02","50,561.12","49,718.65","12.98M","-1.12%"
"16-03-2021","50,363.96","50,608.42","50,857.98","50,289.44","10.24M","-0.06%"
"15-03-2021","50,395.08","50,773.47","50,834.78","49,799.07","17.60M","-0.78%"
"12-03-2021","50,792.08","51,660.98","51,821.84","50,538.43","12.25M","-0.95%"
"10-03-2021","51,279.51","51,404.68","51,430.43","51,048.93","9.32M","0.50%"
"09-03-2021","51,025.48","50,714.16","51,111.94","50,396.10","12.23M","1.16%"
"08-03-2021","50,441.07","50,654.02","50,985.77","50,318.26","14.22M","0.07%"
"05-03-2021","50,405.32","50,517.36","50,886.19","50,160.54","19.16M","-0.87%"
"04-03-2021","50,846.08","50,812.14","51,256.55","50,539.92","21.85M","-1.16%"
"03-03-2021","51,444.65","50,738.21","51,539.89","50,512.84","15.78M","2.28%"
"02-03-2021","50,296.89","50,258.09","50,439.82","49,807.12","17.47M","0.90%"
"01-03-2021","49,849.84","49,747.71","50,058.42","49,440.46","18.38M","1.53%"
"26-02-2021","49,099.99","50,256.71","50,400.31","48,890.48","23.08M","-3.80%"
"25-02-2021","51,039.31","51,207.61","51,386.12","50,991.76","33.47M","0.51%"
"24-02-2021","50,781.69","49,763.94","50,881.17","49,648.78","45.91M","2.07%"
"23-02-2021","49,751.41","49,994.85","50,327.31","49,659.85","14.85M","0.01%"
"22-02-2021","49,744.32","50,910.51","50,986.03","49,617.37","16.25M","-2.25%"
"19-02-2021","50,889.76","51,238.02","51,432.99","50,624.33","14.98M","-0.85%"
"18-02-2021","51,324.69","51,903.96","51,903.96","51,186.68","18.25M","-0.73%"
"17-02-2021","51,703.83","51,996.94","52,078.15","51,586.34","13.63M","-0.77%"
"16-02-2021","52,104.17","52,400.03","52,516.76","51,863.61","21.14M","-0.10%"
"15-02-2021","52,154.13","51,907.75","52,235.97","51,886.46","14.73M","1.18%"
"12-02-2021","51,544.30","51,614.77","51,804.58","51,260.62","15.09M","0.02%"
"11-02-2021","51,531.52","51,165.84","51,592.45","51,157.31","12.07M","0.43%"
"10-02-2021","51,309.39","51,355.89","51,512.86","50,846.22","15.96M","-0.04%"
"09-02-2021","51,329.08","51,484.23","51,835.86","51,193.93","21.19M","-0.04%"
"08-02-2021","51,348.77","51,146.67","51,523.38","51,146.67","20.60M","1.22%"
"05-02-2021","50,731.63","51,031.39","51,073.27","50,565.29","32.18M","0.23%"
"04-02-2021","50,614.29","50,212.25","50,687.51","49,926.45","33.55M","0.71%"
"03-02-2021","50,255.75","50,231.06","50,526.39","49,515.88","22.37M","0.92%"
"02-02-2021","49,797.72","49,193.26","50,154.48","49,193.26","28.35M","2.46%"
"01-02-2021","48,600.61","46,617.95","48,764.40","46,433.65","22.03M","5.00%"
"29-01-2021","46,285.77","47,423.47","47,423.66","46,160.46","14.46M","-1.26%"
"28-01-2021","46,874.36","46,834.57","47,172.02","46,518.48","25.01M","-1.13%"
"27-01-2021","47,409.93","48,385.28","48,387.25","47,269.60","19.56M","-1.94%"
"25-01-2021","48,347.59","49,253.68","49,263.15","48,274.92","15.52M","-1.09%"
"22-01-2021","48,878.54","49,594.95","49,676.88","48,832.08","18.42M","-1.50%"
"21-01-2021","49,624.76","50,096.57","50,184.01","49,398.86","19.33M","-0.34%"
"20-01-2021","49,792.12","49,508.79","49,874.42","49,373.68","12.16M","0.80%"
"19-01-2021","49,398.29","48,900.31","49,499.86","48,805.54","11.02M","1.72%"
"18-01-2021","48,564.27","49,061.22","49,122.23","48,403.97","16.61M","-0.96%"
"15-01-2021","49,034.67","49,656.71","49,656.71","48,795.79","14.69M","-1.11%"
"14-01-2021","49,584.16","49,432.83","49,663.58","49,182.37","24.47M","0.19%"
"13-01-2021","49,492.32","49,763.93","49,795.19","49,073.85","27.17M","-0.05%"
"12-01-2021","49,517.11","49,228.26","49,569.14","49,079.57","12.68M","0.50%"
"11-01-2021","49,269.32","49,252.31","49,303.79","48,956.38","21.18M","1.00%"
"08-01-2021","48,782.51","48,464.91","48,854.34","48,365.58","22.19M","1.43%"
"07-01-2021","48,093.32","48,524.36","48,558.34","48,037.87","18.43M","-0.17%"
"06-01-2021","48,174.06","48,616.66","48,616.66","47,864.14","22.50M","-0.54%"
"05-01-2021","48,437.78","48,037.63","48,486.24","47,903.38","12.18M","0.54%"
"04-01-2021","48,176.80","48,109.17","48,220.47","47,594.47","13.87M","0.64%"
"01-01-2021","47,868.98","47,785.28","47,980.36","47,771.15","8.27M","0.25%"
"31-12-2020","47,751.33","47,753.11","47,896.97","47,602.12","13.93M","0.01%"
"30-12-2020","47,746.22","47,789.03","47,807.85","47,358.36","15.63M","0.28%"
"29-12-2020","47,613.08","47,466.62","47,714.55","47,361.90","12.76M","0.55%"
"28-12-2020","47,353.75","47,153.59","47,406.72","47,148.24","9.59M","0.81%"
"24-12-2020","46,973.54","46,743.49","47,053.40","46,539.02","13.71M","1.14%"
"23-12-2020","46,444.18","46,072.30","46,513.32","45,899.10","10.47M","0.95%"
"22-12-2020","46,006.69","45,529.61","46,080.18","45,112.19","25.08M","0.99%"
"21-12-2020","45,553.96","46,932.18","47,055.69","44,923.08","24.39M","-3.00%"
"18-12-2020","46,960.69","47,026.02","47,026.02","46,630.31","12.80M","0.15%"
"17-12-2020","46,890.34","46,774.32","46,992.57","46,627.60","17.22M","0.48%"
"16-12-2020","46,666.46","46,573.31","46,704.97","46,402.20","13.14M","0.87%"
"15-12-2020","46,263.17","46,287.39","46,350.30","45,841.67","16.39M","0.02%"
"14-12-2020","46,253.46","46,284.70","46,373.34","45,951.53","18.42M","0.34%"
"11-12-2020","46,099.01","46,060.32","46,309.63","45,706.22","26.25M","0.30%"
"10-12-2020","45,959.88","45,999.42","46,043.97","45,685.87","12.73M","-0.31%"
"09-12-2020","46,103.50","45,891.04","46,164.10","45,792.01","20.68M","1.09%"
"08-12-2020","45,608.51","45,568.80","45,742.23","45,335.17","18.21M","0.40%"
"07-12-2020","45,426.97","45,099.92","45,458.92","45,024.47","18.69M","0.77%"
"04-12-2020","45,079.55","44,665.91","45,148.28","44,665.91","27.64M","1.00%"
"03-12-2020","44,632.65","44,902.02","44,953.01","44,551.42","30.67M","0.03%"
"02-12-2020","44,618.04","44,729.52","44,729.64","44,169.97","16.02M","-0.08%"
"01-12-2020","44,655.44","44,435.83","44,730.79","44,118.10","16.03M","1.15%"
"27-11-2020","44,149.72","44,325.03","44,407.28","43,995.41","15.75M","-0.25%"
"26-11-2020","44,259.74","43,967.59","44,361.78","43,582.40","14.61M","0.98%"
"25-11-2020","43,828.10","44,749.73","44,825.37","43,757.97","19.15M","-1.56%"
"24-11-2020","44,523.02","44,341.19","44,601.63","44,247.12","17.94M","1.01%"
"23-11-2020","44,077.15","44,164.17","44,271.15","43,747.22","17.80M","0.44%"
"20-11-2020","43,882.25","43,732.14","44,013.02","43,453.75","17.12M","0.65%"
"19-11-2020","43,599.96","43,902.24","44,230.00","43,518.11","24.14M","-1.31%"
"18-11-2020","44,180.05","43,978.58","44,215.49","43,785.78","18.26M","0.52%"
"17-11-2020","43,952.71","44,095.85","44,161.16","43,699.22","20.90M","0.72%"
"14-11-2020","43,637.98","43,815.45","43,830.93","43,535.77","3.30M","0.45%"
"13-11-2020","43,443.00","43,298.92","43,522.25","43,053.37","24.38M","0.20%"
"12-11-2020","43,357.19","43,291.89","43,543.96","43,127.55","14.47M","-0.54%"
"11-11-2020","43,593.67","43,444.06","43,708.47","42,970.21","30.34M","0.73%"
"10-11-2020","43,277.65","42,959.25","43,316.44","42,660.09","28.70M","1.60%"
"09-11-2020","42,597.43","42,273.97","42,645.33","42,263.64","24.30M","1.68%"
"06-11-2020","41,893.06","41,438.76","41,954.93","41,383.29","18.96M","1.34%"
"05-11-2020","41,340.16","41,112.12","41,370.91","41,030.17","42.63M","1.78%"
"04-11-2020","40,616.14","40,171.71","40,693.51","40,076.47","20.88M","0.88%"
"03-11-2020","40,261.13","39,990.75","40,354.73","39,952.79","21.35M","1.27%"
"02-11-2020","39,757.58","39,880.38","39,968.03","39,334.92","15.35M","0.36%"
"30-10-2020","39,614.07","39,779.82","39,988.25","39,241.87","12.05M","-0.34%"
"29-10-2020","39,749.85","39,537.17","40,010.83","39,524.25","19.51M","-0.43%"
"28-10-2020","39,922.46","40,664.35","40,664.35","39,774.60","29.43M","-1.48%"
"27-10-2020","40,522.10","40,199.08","40,555.60","39,978.39","13.90M","0.94%"
"26-10-2020","40,145.50","40,649.76","40,724.40","39,948.29","10.09M","-1.33%"
"23-10-2020","40,685.50","40,728.39","40,811.12","40,590.90","12.40M","0.31%"
"22-10-2020","40,558.49","40,531.31","40,721.57","40,309.05","13.93M","-0.37%"
"21-10-2020","40,707.31","40,767.14","40,976.02","40,150.48","16.74M","0.40%"
"20-10-2020","40,544.37","40,420.29","40,732.01","40,305.59","12.09M","0.28%"
"19-10-2020","40,431.60","40,318.57","40,519.48","40,211.22","12.25M","1.12%"
"16-10-2020","39,982.98","39,936.61","40,125.71","39,699.42","10.96M","0.64%"
"15-10-2020","39,728.41","41,048.05","41,048.05","39,667.47","30.39M","-2.61%"
"14-10-2020","40,794.74","40,623.19","40,880.25","40,279.55","15.02M","0.42%"
"13-10-2020","40,625.51","40,592.54","40,786.82","40,461.97","11.05M","0.08%"
"12-10-2020","40,593.80","40,716.95","40,905.49","40,387.40","17.59M","0.21%"
"09-10-2020","40,509.49","40,226.25","40,585.36","40,066.54","16.60M","0.81%"
"08-10-2020","40,182.67","40,204.32","40,468.88","40,062.23","14.38M","0.76%"
"07-10-2020","39,878.95","39,633.19","39,968.04","39,450.82","15.02M","0.77%"
"06-10-2020","39,574.57","39,336.34","39,623.76","39,191.10","11.27M","1.54%"
"05-10-2020","38,973.70","38,956.78","39,263.85","38,819.89","15.48M","0.71%"
"01-10-2020","38,697.05","38,410.20","38,738.89","38,410.20","12.91M","1.65%"
"30-09-2020","38,067.93","38,068.89","38,236.34","37,828.11","18.43M","0.25%"
"29-09-2020","37,973.22","38,176.86","38,235.94","37,831.35","10.63M","-0.02%"
"28-09-2020","37,981.63","37,756.25","38,035.87","37,544.05","13.59M","1.59%"
"25-09-2020","37,388.66","36,991.89","37,471.17","36,730.52","13.48M","2.28%"
"24-09-2020","36,553.60","37,282.18","37,304.26","36,495.98","13.87M","-2.96%"
"23-09-2020","37,668.42","38,124.94","38,140.07","37,313.09","15.03M","-0.17%"
"22-09-2020","37,734.08","38,200.71","38,209.97","37,531.14","15.32M","-0.79%"
"21-09-2020","38,034.14","38,812.69","38,990.76","37,938.53","15.82M","-2.09%"
"18-09-2020","38,845.82","39,200.42","39,200.42","38,635.73","14.25M","-0.34%"
"17-09-2020","38,979.85","39,120.64","39,234.81","38,926.34","11.36M","-0.82%"
"16-09-2020","39,302.85","39,161.01","39,359.51","39,037.96","11.72M","0.66%"
"15-09-2020","39,044.35","38,904.67","39,102.25","38,753.68","11.62M","0.74%"
"14-09-2020","38,756.63","39,073.51","39,230.16","38,573.17","14.71M","-0.25%"
"11-09-2020","38,854.55","38,865.17","38,978.52","38,711.80","11.38M","0.04%"
"10-09-2020","38,840.32","38,516.88","38,878.25","38,367.07","16.46M","1.69%"
"09-09-2020","38,193.92","37,988.56","38,252.67","37,935.26","13.98M","-0.45%"
"08-09-2020","38,365.35","38,498.07","38,746.48","38,275.45","11.95M","-0.14%"
"07-09-2020","38,417.23","38,284.78","38,519.92","38,060.74","12.51M","0.16%"
"04-09-2020","38,357.18","38,325.00","38,729.66","38,249.77","15.42M","-1.63%"
"03-09-2020","38,990.94","39,165.80","39,236.36","38,943.43","9.19M","-0.24%"
"02-09-2020","39,086.03","38,892.64","39,141.84","38,736.22","17.13M","0.48%"
"01-09-2020","38,900.80","38,754.00","39,226.82","38,542.11","22.03M","0.71%"
"31-08-2020","38,628.29","39,888.15","40,010.17","38,395.89","27.94M","-2.13%"
"28-08-2020","39,467.31","39,264.48","39,579.58","39,235.03","22.48M","0.90%"
"27-08-2020","39,113.47","39,293.53","39,326.98","39,046.94","14.54M","0.10%"
"26-08-2020","39,073.92","38,930.18","39,111.55","38,765.09","16.41M","0.59%"
"25-08-2020","38,843.88","38,948.46","39,008.89","38,679.67","15.73M","0.12%"
"24-08-2020","38,799.08","38,566.96","38,894.94","38,545.76","28.05M","0.95%"
"21-08-2020","38,434.72","38,471.93","38,579.83","38,411.37","16.76M","0.56%"
"20-08-2020","38,220.39","38,283.90","38,402.45","38,155.78","15.82M","-1.02%"
"19-08-2020","38,614.79","38,727.89","38,788.51","38,550.65","12.76M","0.22%"
"18-08-2020","38,528.32","38,084.70","38,571.23","38,062.01","13.61M","1.26%"
"17-08-2020","38,050.78","38,062.07","38,119.38","37,734.14","21.52M","0.46%"
"14-08-2020","37,877.34","38,432.94","38,540.57","37,654.92","18.63M","-1.13%"
"13-08-2020","38,310.49","38,456.64","38,516.85","38,215.05","15.39M","-0.15%"
"12-08-2020","38,369.63","38,321.13","38,414.37","38,125.81","25.32M","-0.10%"
"11-08-2020","38,407.01","38,371.34","38,556.27","38,313.06","18.73M","0.59%"
"10-08-2020","38,182.08","38,168.42","38,430.69","38,073.29","17.23M","0.37%"
"07-08-2020","38,040.57","37,951.07","38,109.68","37,787.38","15.26M","0.04%"
"06-08-2020","38,025.45","37,946.80","38,221.40","37,755.10","16.63M","0.96%"
"05-08-2020","37,663.33","37,892.36","38,139.96","37,550.60","19.75M","-0.07%"
"04-08-2020","37,687.91","37,092.86","37,745.60","36,987.73","15.05M","2.03%"
"03-08-2020","36,939.60","37,595.73","37,596.02","36,911.23","14.33M","-1.77%"
